timestamp;accel_x;accel_y;accel_z;gyro_x;gyro_y;gyro_z;laccel_x;laccel_y;laccel_z
101264600378919;-0.81967163;2.8069;8.697815;-0.07470703;-0.07562256;-0.029373169;-0.010554612;-0.1653111;0.5784855
101264600378919;-0.81967163;2.8069;8.697815;-0.07470703;-0.07562256;-0.029373169;-0.020068705;-0.14054441;0.5292263
101264600378919;-0.66174316;2.4240417;9.62384;-0.07470703;-0.07562256;-0.029373169;-0.02940166;-0.118754864;0.48911
101264600378919;-0.5875702;2.4958344;9.8703;0.031570435;0.05632019;-0.083740234;0.021617293;-0.18252397;0.5147848
101264600378919;-0.52534485;2.5221558;9.76741;0.043792725;0.07647705;-0.09291077;0.017216146;-0.17303586;0.5396404
101264600378919;-0.4416046;2.5149689;9.544876;0.051727295;0.054473877;-0.1051178;0.03950119;-0.15900564;0.52211857
101264600378919;-0.48228455;2.5747986;9.3941345;0.05050659;0.024551392;-0.10939026;-0.032360792;-0.03939128;0.24367142
101264600378919;-0.47270203;2.589157;9.382172;0.014465332;0.046539307;-0.09350586;-0.07513386;-0.14291883;0.3420639
101264600378919;-0.4535675;2.5700073;9.363022;0.013870239;0.05937195;-0.08128357;-0.082644284;-0.02544427;0.44364834
101264600378919;-0.42245483;2.45755;9.135712;0.017532349;0.04776001;-0.051361084;-0.043148935;-0.06292248;0.20589733
101264600378919;-0.65934753;2.629837;9.159637;-0.0026245117;0.05569458;-0.031204224;0.13902456;-0.1622231;0.1657095
101264600378919;-0.81967163;2.613083;9.334305;0.007751465;0.066101074;-0.035476685;0.17823577;-0.21119261;0.4056759
101264600378919;-0.81967163;2.613083;9.334305;0.02607727;0.023330688;-0.061141968;0.09545237;-0.088965416;0.432518
101264600378919;-0.81967163;2.613083;9.334305;0.020584106;0.02394104;-0.06236267;-0.01374954;-0.051150084;0.5139637
101264600378919;-0.81967163;2.613083;9.334305;0.026687622;0.06364441;-0.047088623;0.011498749;-0.043751955;0.3476162
101264600378919;-0.7813873;2.5412903;9.391739;0.033416748;0.08320618;-0.04220581;0.048164606;-0.047136545;0.35221195
101264600378919;-0.8029175;2.5460815;9.446777;0.048065186;0.08380127;-0.04586792;-0.0015442967;-0.059831858;0.3347683
101264600378919;-0.7933502;2.5580444;9.456345;0.0688324;0.097854614;-0.047088623;-0.06326532;-0.08032942;0.5186033
101264600378919;-0.87709045;2.6824799;9.1883545;0.15924072;0.127182;-0.05870056;-0.020200372;0.016476631;0.5240507
101264600378919;-0.93692017;2.572403;9.303207;0.26187134;0.17910767;-0.04953003;-0.28061986;0.034558296;-0.054670334
101264600378919;-0.9632416;2.6896515;9.425232;0.22888184;0.1418457;-0.023880005;-0.24880826;0.14551926;0.045578957
101264600378919;-0.93692017;2.6513672;9.195526;0.13542175;0.08258057;0.031723022;-0.11989796;0.18935823;0.17633533
101264600378919;-0.7598419;2.543686;9.162033;0.051727295;0.015380859;0.068359375;0.22181249;-0.14249873;0.37201118
101264600378919;-0.7263489;2.486267;9.41806;0.01020813;-0.0365448;0.045135498;0.2767086;-0.12727022;0.10559082
101264600378919;-0.81248474;2.6082916;9.461136;-0.019729614;-0.017593384;0.01828003;0.116202116;-0.06958413;0.112939835
101264600378919;-0.9297333;2.646576;9.56163;-0.0014038086;0.021499634;0.032318115;0.17566478;-0.061187506;0.08003521
101264600378919;-0.9177704;2.6561584;9.406097;0.039505005;0.08135986;0.0579834;0.31957948;-0.14688683;0.11676788
101264600378919;-0.89624023;2.6561584;9.420456;0.06150818;0.17115784;0.061019897;0.025194883;-0.2250824;0.09043503
101264600378919;-0.9632416;2.6489716;9.410873;0.059051514;0.1754303;0.043319702;0.0011037588;-0.09995937;0.13719177
101264600378919;-1.0469818;2.6370087;9.607086;0.052947998;0.21942139;0.07385254;-0.093611;-0.18774581;0.087905884
101264600378919;-1.0302429;2.7614288;9.619049;0.007751465;0.118011475;0.05430603;-0.07169974;0.003374815;-0.013906479
101264600378919;-1.3341217;2.8260345;9.0208435;-0.06921387;0.032485962;0.05857849;-0.013916969;-0.13339376;0.15637302
101264600378919;-1.3365173;2.9815826;9.106995;-0.10525513;-0.03286743;0.043319702;0.03683734;-0.11088395;0.3686676
101264600378919;-1.22406;3.0557556;9.23381;-0.029510498;-0.0053863525;0.029876709;-0.032073736;-0.019746542;0.15994453
101264600378919;-0.8747101;2.7303314;9.437195;0.0040893555;0.025161743;0.044540405;-0.003695488;-0.06319404;-0.004258156
101264600378919;-0.8029175;2.74469;9.173996;-0.039276123;0.020889282;0.0592041;0.13970399;-0.06575632;0.2800064
101264600378919;-0.9560547;2.7973328;9.185959;-0.047225952;-0.010269165;0.048202515;0.21917403;-0.08307648;0.28086758
101264600378919;-0.8938446;2.8045044;9.154846;-0.022781372;-0.046310425;0.028045654;0.26852906;-0.0686996;0.26361275
101264600378919;-0.7526703;2.7231445;9.190735;-0.027679443;-0.046310425;0.015213013;0.28953278;-0.08395982;0.57027054
101264600378919;-1.0733032;2.6513672;9.159637;-0.0038452148;-0.038360596;-0.001876831;0.77254784;-0.18021083;1.2341452
101264600378919;-1.125946;2.7853699;9.202698;0.07800293;-0.0066070557;-0.05014038;0.13271725;-0.49225402;0.53646946
